,product,date,year,Foundry,num_shading_units,num_compute_units,num_tensor_cores,flops,FP16_flops,FP32_flops,FP64_flops,timestamp,real_price_2020,process_size_in_nm,TDP_in_W,transistors_in_millions,die_size_in_mm,base_clock_in_MHz,bandwidth_in_GBs,bus_width_in_bit,GPU_clock_in_MHz,length_in_mm,memory_bus_in_bit,memory_clock_in_MHz,memory_size_in_MB,pixel_rate_in_MPixel_per_s,texture_rate_in_GTexel_per_s,num_cores
28,AMD Radeon Pro WX 3200 Mobile,2019-07-02 12:00:00,2019.0,GlobalFoundries,640.0,10.0,,1385000000000.0,1385000000000.0,1385000000000.0,86560000000.0,1562025600.0,,14,65.0,2200.0,103.0,,64.0,128.0,1082.0,,128.0,1000.0,4000.0,17310.0,34.62,640
29,AMD Radeon Pro 555X,2018-07-16 12:00:00,2018.0,GlobalFoundries,768.0,12.0,,1393000000000.0,1393000000000.0,1393000000000.0,87070000000.0,1531699200.0,,14,75.0,3000.0,123.0,,94.08,128.0,907.0,,128.0,1470.0,4000.0,14510.0,43.54,768
30,NVIDIA Jetson TX2 GPU,,2016.0,TSMC,256.0,,,750100000000.0,1500000000000.0,750100000000.0,23440000000.0,,268.5085809997208,16,15.0,,,854.0,,,,87.0,,,,23440.0,23.44,256
31,AMD Radeon RX 550X Mobile,2018-04-11 12:00:00,2018.0,GlobalFoundries,640.0,10.0,,1505000000000.0,1505000000000.0,1505000000000.0,94080000000.0,1523404800.0,,14,50.0,2200.0,103.0,1100.0,48.0,64.0,,,64.0,1500.0,2000.0,18820.0,47.04,640
32,Intel Iris Graphics 550,2015-09-01 12:00:00,2015.0,Intel,384.0,,,768000000000.0,1536000000000.0,768000000000.0,192000000000.0,1441065600.0,,14,15.0,,,300.0,,,,,,,,6000.0,48.0,384
33,Intel Iris Pro Graphics P555,2015-09-01 12:00:00,2015.0,Intel,384.0,,,768000000000.0,1536000000000.0,768000000000.0,192000000000.0,1441065600.0,,14,15.0,,,350.0,,,,,,,,6000.0,48.0,384
34,AMD Radeon RX 640 Mobile,2019-05-13 12:00:00,2019.0,GlobalFoundries,640.0,10.0,,1559000000000.0,1559000000000.0,1559000000000.0,97440000000.0,1557705600.0,,14,50.0,2200.0,103.0,1082.0,48.0,64.0,,,64.0,1500.0,2000.0,19490.0,48.72,640
35,Intel Iris Plus Graphics G4,2019-05-29 12:00:00,2019.0,Intel,384.0,,,806400000000.0,1613000000000.0,806400000000.0,201600000000.0,1559088000.0,,10,15.0,,,300.0,,,,,,,,8400.0,25.2,384
36,Intel Iris Plus Graphics 655,2018-04-03 12:00:00,2018.0,Intel,384.0,,,806400000000.0,1613000000000.0,806400000000.0,201600000000.0,1522713600.0,,14,15.0,,,300.0,,,,,,,,6300.0,50.4,384
37,Intel Iris Plus Graphics 645,2019-10-07 12:00:00,2019.0,Intel,384.0,,,806400000000.0,1613000000000.0,806400000000.0,201600000000.0,1570406400.0,,14,15.0,,,300.0,,,,,,,,6300.0,50.4,384
38,AMD Radeon 550X Mobile,2018-04-11 12:00:00,2018.0,GlobalFoundries,640.0,10.0,,1647000000000.0,1647000000000.0,1647000000000.0,103000000000.0,1523404800.0,,14,50.0,2200.0,103.0,1100.0,48.0,64.0,,,64.0,1500.0,4000.0,20590.0,51.48,640
39,AMD Radeon RX 550 Mobile,2017-07-02 12:00:00,2017.0,GlobalFoundries,640.0,10.0,,1647000000000.0,1647000000000.0,1647000000000.0,103000000000.0,1498953600.0,,14,50.0,2200.0,103.0,1100.0,96.0,128.0,,,128.0,1500.0,2000.0,20590.0,51.48,640
40,AMD Radeon Pro WX 3200,2019-07-02 12:00:00,2019.0,GlobalFoundries,640.0,10.0,,1658000000000.0,1658000000000.0,1658000000000.0,103600000000.0,1562025600.0,201.45503154617316,14,65.0,2200.0,103.0,,96.0,128.0,1295.0,167.0,128.0,1500.0,4000.0,20720.0,41.44,640
41,Intel Iris Plus Graphics 640,2017-01-03 12:00:00,2017.0,Intel,384.0,,,844800000000.0,1690000000000.0,844800000000.0,211200000000.0,1483401600.0,,14,15.0,,,300.0,,,,,,,,6600.0,52.8,384
42,Intel Iris Xe Graphics G4,2020-09-02 12:00:00,2020.0,Intel,384.0,,,844800000000.0,1690000000000.0,844800000000.0,211200000000.0,1599004800.0,,10,15.0,,146.0,300.0,,,,,,,,13200.0,26.4,384
43,AMD Radeon Vega 6 Mobile,2019-01-08 12:00:00,2019.0,GlobalFoundries,384.0,6.0,,845600000000.0,1691000000000.0,845600000000.0,52850000000.0,1546905600.0,,14,15.0,4940.0,210.0,300.0,,,,,,,,8808.0,26.42,384
44,AMD Radeon Vega 6 Mobile,2018-01-08 12:00:00,2018.0,GlobalFoundries,384.0,6.0,,845600000000.0,1691000000000.0,845600000000.0,52850000000.0,1515369600.0,,14,15.0,4940.0,210.0,300.0,,,,,,,,8808.0,26.42,384
45,Intel Iris Plus Graphics 650,2017-01-03 12:00:00,2017.0,Intel,384.0,,,883200000000.0,1766000000000.0,883200000000.0,220800000000.0,1483401600.0,,14,15.0,,,300.0,,,,,,,,6900.0,55.2,384
46,AMD Radeon Graphics 320SP,2020-01-06 12:00:00,2020.0,TSMC,320.0,5.0,,896000000000.0,1792000000000.0,896000000000.0,56000000000.0,1578268800.0,,7,15.0,9800.0,156.0,400.0,,,,,,,,11200.0,28.0,320
47,AMD Playstation 4 Slim GPU,2016-09-07 12:00:00,2016.0,TSMC,1152.0,18.0,,1843000000000.0,1843000000000.0,1843000000000.0,,1473206400.0,430.2607382284683,16,75.0,,209.0,,176.0,256.0,800.0,288.0,256.0,1375.0,8000.0,25600.0,57.6,1152
48,AMD Playstation 4 GPU,2013-11-24 12:00:00,2013.0,TSMC,1152.0,18.0,,1843000000000.0,1843000000000.0,1843000000000.0,,1385251200.0,443.2817601531613,28,75.0,,348.0,,176.0,256.0,800.0,305.0,256.0,1375.0,8000.0,25600.0,57.6,1152
49,AMD Radeon Vega 6 Mobile,2019-01-06 12:00:00,2019.0,GlobalFoundries,384.0,6.0,,921600000000.0,1843000000000.0,921600000000.0,57600000000.0,1546732800.0,,14,15.0,4940.0,210.0,300.0,,,,,,,,9600.0,28.8,384
50,AMD Radeon RX 560 Mobile,2017-01-05 12:00:00,2017.0,GlobalFoundries,896.0,14.0,,1849000000000.0,1849000000000.0,1849000000000.0,115600000000.0,1483574400.0,,14,55.0,3000.0,123.0,784.0,109.4,128.0,,,128.0,1710.0,4000.0,16510.0,57.79,896
51,AMD Radeon Pro 560,2017-04-18 12:00:00,2017.0,GlobalFoundries,1024.0,16.0,,1858000000000.0,1858000000000.0,1858000000000.0,116100000000.0,1492473600.0,,14,75.0,3000.0,123.0,,81.28,128.0,907.0,,128.0,1270.0,4000.0,14510.0,58.05,1024
52,AMD Radeon Pro 460,2016-10-30 12:00:00,2016.0,GlobalFoundries,1024.0,16.0,,1858000000000.0,1858000000000.0,1858000000000.0,116100000000.0,1477785600.0,,14,35.0,3000.0,123.0,850.0,81.28,128.0,,,128.0,1270.0,4000.0,14510.0,58.05,1024
53,AMD Radeon RX 560 Mobile,2017-01-05 12:00:00,2017.0,GlobalFoundries,896.0,14.0,,1887000000000.0,1887000000000.0,1887000000000.0,117900000000.0,1483574400.0,,14,55.0,3000.0,123.0,1000.0,96.0,128.0,,,128.0,1500.0,4000.0,16850.0,58.97,896
54,AMD Radeon Pro WX 4150 Mobile,2017-03-01 12:00:00,2017.0,GlobalFoundries,896.0,14.0,,1887000000000.0,1887000000000.0,1887000000000.0,117900000000.0,1488326400.0,,14,50.0,3000.0,123.0,1002.0,96.0,128.0,,,128.0,1500.0,4000.0,16850.0,58.97,896
55,AMD Radeon Vega 6 Embedded,2018-05-10 12:00:00,2018.0,GlobalFoundries,384.0,6.0,,983000000000.0,1966000000000.0,983000000000.0,61440000000.0,1525910400.0,,14,15.0,4940.0,210.0,300.0,,,,,,,,10240.0,30.72,384
56,NVIDIA Quadro P400,2017-02-07 12:00:00,2017.0,Samsung,256.0,,,641000000000.0,10020000000.0,641000000000.0,20030000000.0,1486425600.0,,14,30.0,3300.0,132.0,1228.0,32.06,64.0,,150.0,64.0,1002.0,2000.0,20030.0,20.03,256
57,NVIDIA CMP 30HX,2021-02-25 12:00:00,2021.0,TSMC,1408.0,,,5027000000000.0,10050000000000.0,5027000000000.0,157100000000.0,1614211200.0,,12,125.0,6600.0,284.0,1530.0,336.0,192.0,,229.0,192.0,1750.0,6000.0,85680.0,157.1,1408
58,NVIDIA GeForce GTX 1660 SUPER,2019-10-29 12:00:00,2019.0,TSMC,1408.0,,,5027000000000.0,10050000000000.0,5027000000000.0,157100000000.0,1572307200.0,231.82513680439024,12,125.0,6600.0,284.0,1530.0,336.0,192.0,,229.0,192.0,1750.0,6000.0,85680.0,157.1,1408
59,NVIDIA GeForce GTX 1660,2019-03-14 12:00:00,2019.0,TSMC,1408.0,,,5027000000000.0,10050000000000.0,5027000000000.0,157100000000.0,1552521600.0,221.70176838498455,12,120.0,6600.0,284.0,1530.0,192.1,192.0,,229.0,192.0,2001.0,6000.0,85680.0,157.1,1408
60,NVIDIA PG506-232,2021-04-12 12:00:00,2021.0,TSMC,3584.0,,224.0,10320000000000.0,10320000000000.0,10320000000000.0,5161000000000.0,1618185600.0,,7,165.0,54200.0,826.0,930.0,933.1,3072.0,,267.0,3072.0,1215.0,24000.0,138200.0,322.6,3584
61,NVIDIA A30 PCIe,2021-04-12 12:00:00,2021.0,TSMC,3584.0,,224.0,10320000000000.0,10320000000000.0,10320000000000.0,5161000000000.0,1618185600.0,,7,165.0,54200.0,826.0,930.0,933.1,3072.0,,267.0,3072.0,1215.0,24000.0,138200.0,322.6,3584
62,NVIDIA GeForce RTX 2070 Max-Q Refresh,2020-03-04 12:00:00,2020.0,TSMC,2304.0,,288.0,5184000000000.0,10370000000000.0,5184000000000.0,162000000000.0,1583280000.0,,12,115.0,10800.0,445.0,900.0,352.0,256.0,,,256.0,1375.0,8000.0,72000.0,162.0,2304
63,AMD Radeon RX 5500 XT,2019-12-12 12:00:00,2019.0,TSMC,1408.0,22.0,,5196000000000.0,10390000000000.0,5196000000000.0,324700000000.0,1576108800.0,171.0849262879561,7,130.0,6400.0,158.0,1607.0,224.0,128.0,,180.0,128.0,1750.0,4000.0,59040.0,162.4,1408
64,AMD Radeon RX 5300 XT,2019-10-07 12:00:00,2019.0,TSMC,1408.0,22.0,,5196000000000.0,10390000000000.0,5196000000000.0,324700000000.0,1570406400.0,,7,100.0,6400.0,158.0,1670.0,112.0,128.0,,180.0,128.0,1750.0,4000.0,59040.0,162.4,1408
65,AMD Radeon RX 5500 OEM,2019-10-07 12:00:00,2019.0,TSMC,1408.0,22.0,,5196000000000.0,10390000000000.0,5196000000000.0,324700000000.0,1570406400.0,,7,110.0,6400.0,158.0,1500.0,224.0,128.0,,180.0,128.0,1750.0,4000.0,59040.0,162.4,1408
66,AMD Radeon Pro W5500,2020-02-10 12:00:00,2020.0,TSMC,1408.0,22.0,,5224000000000.0,10450000000000.0,5224000000000.0,326500000000.0,1581292800.0,399.0,7,125.0,6400.0,158.0,1744.0,224.0,128.0,,241.0,128.0,1750.0,8000.0,59360.0,163.2,1408
67,NVIDIA Quadro RTX 3000 Mobile Refresh,2019-05-27 12:00:00,2019.0,TSMC,1920.0,,240.0,5299000000000.0,10600000000000.0,5299000000000.0,165600000000.0,1558915200.0,,12,80.0,10800.0,445.0,945.0,336.0,192.0,,,192.0,1750.0,6000.0,88320.0,165.6,1920
68,NVIDIA Quadro RTX 3000 Mobile,2019-05-27 12:00:00,2019.0,TSMC,1920.0,,240.0,5299000000000.0,10600000000000.0,5299000000000.0,165600000000.0,1558915200.0,,12,80.0,10800.0,445.0,945.0,336.0,192.0,,,192.0,1750.0,6000.0,88320.0,165.6,1920
69,AMD Radeon Pro 5600M,2020-06-15 12:00:00,2020.0,TSMC,2560.0,40.0,,5299000000000.0,10600000000000.0,5299000000000.0,331200000000.0,1592179200.0,,7,50.0,,,1000.0,394.2,2048.0,,,2048.0,770.0,8000.0,66240.0,165.6,2560
70,AMD Radeon Pro 5500 XT,2020-08-04 12:00:00,2020.0,TSMC,1536.0,24.0,,5398000000000.0,10800000000000.0,5398000000000.0,337300000000.0,1596499200.0,,7,125.0,6400.0,158.0,1187.0,224.0,128.0,,,128.0,1750.0,8000.0,56220.0,168.7,1536
71,NVIDIA GeForce GTX 1660 Ti,2019-02-22 12:00:00,2019.0,TSMC,1536.0,,,5437000000000.0,10870000000000.0,5437000000000.0,169900000000.0,1550793600.0,282.4419789014187,12,120.0,6600.0,284.0,1500.0,288.0,192.0,,229.0,192.0,1500.0,6000.0,84960.0,169.9,1536
72,NVIDIA GeForce RTX 2070 Max-Q,2019-01-29 12:00:00,2019.0,TSMC,2304.0,,288.0,5460000000000.0,10920000000000.0,5460000000000.0,170600000000.0,1548720000.0,,12,90.0,10800.0,445.0,885.0,384.0,256.0,,,256.0,1500.0,8000.0,75840.0,170.6,2304
73,NVIDIA GeForce RTX 3060 Mobile,2021-01-12 12:00:00,2021.0,Samsung,3840.0,,120.0,10940000000000.0,10940000000000.0,10940000000000.0,171000000000.0,1610409600.0,,8,80.0,13250.0,276.0,900.0,336.0,192.0,,,192.0,1750.0,6000.0,68400.0,171.0,3840
74,NVIDIA GeForce GTX 1070,2016-06-10 12:00:00,2016.0,TSMC,1920.0,,,6463000000000.0,101000000000.0,6463000000000.0,202000000000.0,1465516800.0,408.69378393130194,16,150.0,7200.0,314.0,1506.0,256.3,256.0,,267.0,256.0,2002.0,8000.0,107700.0,202.0,1920
75,NVIDIA GeForce GTX 1070 GDDR5X,2018-12-04 12:00:00,2018.0,TSMC,1920.0,,,6463000000000.0,101000000000.0,6463000000000.0,202000000000.0,1543881600.0,,16,150.0,7200.0,314.0,1506.0,256.3,256.0,,267.0,256.0,1001.0,8000.0,107700.0,202.0,1920
76,NVIDIA Quadro P5000 Mobile,2017-01-11 12:00:00,2017.0,TSMC,2048.0,,,6480000000000.0,101200000000.0,6480000000000.0,202500000000.0,1484092800.0,,16,100.0,7200.0,314.0,1278.0,192.3,256.0,,,256.0,1502.0,16000.0,101200.0,202.5,2048
77,NVIDIA P104-100,2017-12-12 12:00:00,2017.0,TSMC,1920.0,,,6655000000000.0,104000000000.0,6655000000000.0,208000000000.0,1513036800.0,,16,,7200.0,314.0,1607.0,320.3,256.0,,267.0,256.0,1251.0,4000.0,110900.0,208.0,1920
78,NVIDIA GeForce GTX 1070 Mobile,2016-08-15 12:00:00,2016.0,TSMC,2048.0,,,6738000000000.0,105300000000.0,6738000000000.0,210600000000.0,1471219200.0,,16,120.0,7200.0,314.0,1442.0,256.3,256.0,,,256.0,2002.0,8000.0,105300.0,210.6,2048
79,AMD Radeon RX 5600M,2020-07-07 12:00:00,2020.0,TSMC,2304.0,36.0,,5829000000000.0,11660000000000.0,5829000000000.0,364300000000.0,1594080000.0,,7,150.0,10300.0,251.0,1035.0,288.0,192.0,,,192.0,1500.0,6000.0,80960.0,182.2,2304
80,NVIDIA GeForce RTX 2070 SUPER Max-Q,2020-04-02 12:00:00,2020.0,TSMC,2560.0,,320.0,5914000000000.0,11830000000000.0,5914000000000.0,184800000000.0,1585785600.0,,12,80.0,13600.0,545.0,930.0,352.0,256.0,,,256.0,1375.0,8000.0,73920.0,184.8,2560
81,NVIDIA GeForce RTX 2080 SUPER Max-Q,2020-04-02 12:00:00,2020.0,TSMC,3072.0,,384.0,5990000000000.0,11980000000000.0,5990000000000.0,187200000000.0,1585785600.0,,12,80.0,13600.0,545.0,735.0,352.0,256.0,,,256.0,1375.0,8000.0,62400.0,187.2,3072
82,NVIDIA GeForce RTX 2060 Mobile Refresh,2019-01-29 12:00:00,2019.0,TSMC,1920.0,,240.0,5990000000000.0,11980000000000.0,5990000000000.0,187200000000.0,1548720000.0,,12,65.0,10800.0,445.0,1005.0,264.0,192.0,,,192.0,1375.0,6000.0,74880.0,187.2,1920
83,NVIDIA GeForce GTX 1080 Max-Q,2017-06-27 12:00:00,2017.0,TSMC,2560.0,,,7516000000000.0,117400000000.0,7516000000000.0,234900000000.0,1498521600.0,,16,150.0,7200.0,314.0,1290.0,320.3,256.0,,,256.0,1251.0,8000.0,93950.0,234.9,2560
84,NVIDIA Quadro P4200 Mobile,2018-02-21 12:00:00,2018.0,TSMC,2304.0,,,7589000000000.0,118600000000.0,7589000000000.0,237200000000.0,1519171200.0,,16,100.0,7200.0,314.0,1227.0,192.3,256.0,,,256.0,1502.0,8000.0,105400.0,237.2,2304
85,NVIDIA Quadro P500 Mobile,2018-01-05 12:00:00,2018.0,Samsung,256.0,,,777200000000.0,12140000000.0,777200000000.0,24290000000.0,1515110400.0,,14,18.0,1800.0,74.0,1455.0,40.1,64.0,,,64.0,1253.0,2000.0,24290.0,24.29,256
86,NVIDIA GeForce MX230,2019-02-21 12:00:00,2019.0,Samsung,256.0,,,783900000000.0,12250000000.0,783900000000.0,24500000000.0,1550707200.0,,14,10.0,1800.0,74.0,1519.0,48.06,64.0,,,64.0,1502.0,2000.0,24500.0,24.5,256
87,AMD Radeon Pro 5700,2020-08-04 12:00:00,2020.0,TSMC,2304.0,36.0,,6221000000000.0,12440000000000.0,6221000000000.0,388800000000.0,1596499200.0,,7,130.0,10300.0,251.0,1243.0,384.0,256.0,,,256.0,1500.0,8000.0,86400.0,194.4,2304
88,NVIDIA GeForce MX150,2017-05-17 12:00:00,2017.0,Samsung,384.0,,,797200000000.0,12460000000.0,797200000000.0,24910000000.0,1494979200.0,,14,10.0,1800.0,74.0,937.0,40.1,64.0,,,64.0,1253.0,2000.0,16610.0,24.91,384
89,NVIDIA GeForce MX250,,,Samsung,384.0,,,797200000000.0,12460000000.0,797200000000.0,24910000000.0,,,14,10.0,1800.0,74.0,937.0,48.06,64.0,,,64.0,1502.0,2000.0,16610.0,24.91,384
90,NVIDIA GeForce RTX 3060,2021-01-12 12:00:00,2021.0,Samsung,3584.0,,112.0,12740000000000.0,12740000000000.0,12740000000000.0,199000000000.0,1610409600.0,314.2370705244122,8,170.0,13250.0,276.0,1320.0,360.0,192.0,,242.0,192.0,1875.0,12000.0,85300.0,199.0,3584
91,AMD Radeon RX 5600 OEM,2020-01-21 12:00:00,2020.0,TSMC,2048.0,32.0,,6390000000000.0,12780000000000.0,6390000000000.0,399400000000.0,1579564800.0,,7,150.0,10300.0,251.0,1130.0,288.0,192.0,,,192.0,1500.0,6000.0,99840.0,199.7,2048
92,NVIDIA GeForce RTX 2080 Max-Q,2019-01-29 12:00:00,2019.0,TSMC,2944.0,,368.0,6447000000000.0,12890000000000.0,6447000000000.0,201500000000.0,1548720000.0,,12,90.0,13600.0,545.0,735.0,384.0,256.0,,,256.0,1500.0,8000.0,70080.0,201.5,2944
93,NVIDIA GeForce RTX 2060,2019-01-07 12:00:00,2019.0,TSMC,1920.0,,240.0,6451000000000.0,12900000000000.0,6451000000000.0,201600000000.0,1546819200.0,353.30555783725845,12,160.0,10800.0,445.0,1365.0,336.0,192.0,,229.0,192.0,1750.0,6000.0,80640.0,201.6,1920
94,NVIDIA GeForce RTX 2060 TU104,2020-01-10 12:00:00,2020.0,TSMC,1920.0,,240.0,6451000000000.0,12900000000000.0,6451000000000.0,201600000000.0,1578614400.0,299.0,12,160.0,13600.0,545.0,1365.0,336.0,192.0,,229.0,192.0,1750.0,6000.0,80640.0,201.6,1920
95,NVIDIA Quadro P5200 Max-Q,2018-02-21 12:00:00,2018.0,TSMC,2560.0,,,8033000000000.0,125500000000.0,8032999999999.999,251000000000.0,1519171200.0,,16,100.0,7200.0,314.0,1316.0,230.9,256.0,,,256.0,1804.0,16000.0,100400.0,251.0,2560
96,NVIDIA GeForce GTX 1070 Ti,2017-11-02 12:00:00,2017.0,TSMC,2432.0,,,8186000000000.0,127900000000.0,8186000000000.0,255800000000.0,1509580800.0,421.2858559073107,16,180.0,7200.0,314.0,1607.0,256.3,256.0,,267.0,256.0,2002.0,8000.0,107700.0,255.8,2432
97,NVIDIA GeForce RTX 3070 Max-Q,2021-01-12 12:00:00,2021.0,Samsung,5120.0,,160.0,13210000000000.0,13210000000000.0,13210000000000.0,206400000000.0,1610409600.0,,8,80.0,17400.0,392.0,780.0,384.0,256.0,,,256.0,1500.0,8000.0,103200.0,206.4,5120
98,NVIDIA GeForce RTX 2070 Mobile,2019-01-29 12:00:00,2019.0,TSMC,2304.0,,288.0,6636000000000.0,13270000000000.0,6636000000000.0,207400000000.0,1548720000.0,,12,115.0,10800.0,445.0,1215.0,448.0,256.0,,,256.0,1750.0,8000.0,92160.0,207.4,2304
99,NVIDIA GeForce RTX 2070 Mobile Refresh,2020-03-04 12:00:00,2020.0,TSMC,2304.0,,288.0,6705000000000.0,13410000000000.0,6705000000000.0,209500000000.0,1583280000.0,,12,115.0,10800.0,445.0,1260.0,352.0,256.0,,,256.0,1375.0,8000.0,93120.0,209.5,2304
100,NVIDIA P104-101,2018-01-05 12:00:00,2018.0,TSMC,2560.0,,,8617000000000.0,134600000000.0,8617000000000.001,269300000000.0,1515110400.0,,16,,7200.0,314.0,1506.0,256.3,256.0,,267.0,256.0,2002.0,4000.0,107700.0,269.3,2560
101,NVIDIA GeForce GTX 1080 11Gbps,2017-04-20 12:00:00,2017.0,TSMC,2560.0,,,8873000000000.0,138600000000.0,8873000000000.0,277300000000.0,1492646400.0,526.8712834530025,16,180.0,7200.0,314.0,1607.0,352.3,256.0,,267.0,256.0,1376.0,8000.0,110900.0,277.3,2560
102,NVIDIA GeForce GTX 1080,2016-05-27 12:00:00,2016.0,TSMC,2560.0,,,8873000000000.0,138600000000.0,8873000000000.0,277300000000.0,1464307200.0,645.9302812001316,16,180.0,7200.0,314.0,1607.0,320.3,256.0,,267.0,256.0,1251.0,8000.0,110900.0,277.3,2560
103,NVIDIA Quadro P5000,2016-10-01 12:00:00,2016.0,TSMC,2560.0,,,8873000000000.0,138600000000.0,8873000000000.0,277300000000.0,1475280000.0,2694.7909394309327,16,180.0,7200.0,314.0,1607.0,288.5,256.0,,267.0,256.0,1127.0,16000.0,110900.0,277.3,2560
104,NVIDIA GeForce GTX 1080 Mobile,2016-08-15 12:00:00,2016.0,TSMC,2560.0,,,8878000000000.0,138700000000.0,8878000000000.0,277400000000.0,1471219200.0,,16,150.0,7200.0,314.0,1556.0,320.3,256.0,,,256.0,1251.0,8000.0,111000.0,277.4,2560
105,NVIDIA Quadro P5200 Mobile,2018-02-21 12:00:00,2018.0,TSMC,2560.0,,,8945000000000.0,139800000000.0,8945000000000.0,279500000000.0,1519171200.0,,16,100.0,7200.0,314.0,1557.0,230.9,256.0,,,256.0,1804.0,16000.0,111800.0,279.5,2560
106,NVIDIA Quadro RTX 4000 Max-Q,2019-05-27 12:00:00,2019.0,TSMC,2560.0,,320.0,7066000000000.0,14130000000000.0,7066000000000.0,220800000000.0,1558915200.0,,12,80.0,13600.0,545.0,780.0,416.0,256.0,,,256.0,1625.0,8000.0,88320.0,220.8,2560
107,NVIDIA GeForce RTX 2070 SUPER Mobile,2020-04-02 12:00:00,2020.0,TSMC,2560.0,,320.0,7066000000000.0,14130000000000.0,7066000000000.0,220800000000.0,1585785600.0,,12,115.0,13600.0,545.0,1140.0,448.0,256.0,,,256.0,1750.0,8000.0,88320.0,220.8,2560
108,NVIDIA Quadro RTX 4000,2018-11-13 12:00:00,2018.0,TSMC,2304.0,,288.0,7119000000000.0,14240000000000.0,7119000000000.0,222500000000.0,1542067200.0,926.5814533246783,12,160.0,13600.0,545.0,1005.0,416.0,256.0,,241.0,256.0,1625.0,8000.0,98880.0,222.5,2304
109,NVIDIA GeForce RTX 2060 SUPER,2019-07-09 12:00:00,2019.0,TSMC,2176.0,,272.0,7181000000000.0,14360000000000.0,7181000000000.0,224400000000.0,1562630400.0,403.9223999342869,12,175.0,10800.0,445.0,1470.0,448.0,256.0,,229.0,256.0,1750.0,8000.0,105600.0,224.4,2176
110,AMD Radeon RX 5600 XT,2020-01-21 12:00:00,2020.0,TSMC,2304.0,36.0,,7188000000000.0,14380000000000.0,7188000000000.0,449300000000.0,1579564800.0,279.0,7,150.0,10300.0,251.0,1130.0,288.0,192.0,,267.0,192.0,1500.0,6000.0,99840.0,224.6,2304
111,AMD Radeon Pro V520,2020-12-01 12:00:00,2020.0,TSMC,2304.0,36.0,,7373000000000.0,14750000000000.0,7373000000000.0,460800000000.0,1606780800.0,,7,225.0,,,1000.0,512.0,2048.0,,267.0,2048.0,1000.0,8000.0,102400.0,230.4,2304
112,Intel Xe Arctic Sound,,2020.0,Intel,4096.0,,,7373000000000.0,14750000000000.0,7373000000000.0,1843000000000.0,,,10,500.0,8000.0,190.0,,1229.0,4096.0,900.0,267.0,4096.0,1200.0,32000.0,115200.0,230.4,4096
113,AMD Radeon Pro Vega 48,2019-03-19 12:00:00,2019.0,GlobalFoundries,3072.0,48.0,,7373000000000.0,14750000000000.0,7373000000000.0,460800000000.0,1552953600.0,,14,,12500.0,495.0,,402.4,2048.0,1200.0,,2048.0,786.0,8000.0,76800.0,230.4,3072
114,NVIDIA GeForce RTX 2070,2018-10-17 12:00:00,2018.0,TSMC,2304.0,,288.0,7465000000000.0,14930000000000.0,7465000000000.0,233300000000.0,1539734400.0,514.3093940033531,12,175.0,10800.0,445.0,1410.0,448.0,256.0,,229.0,256.0,1750.0,8000.0,103700.0,233.3,2304
115,AMD Radeon RX 6600M,,,TSMC,1792.0,28.0,,7544000000000.0,15090000000000.0,7544000000000.0,471500000000.0,,,7,150.0,,236.0,1489.0,256.0,128.0,,,128.0,2000.0,8000.0,134700.0,235.8,1792
116,NVIDIA CMP 40HX,2021-02-25 12:00:00,2021.0,TSMC,2304.0,,288.0,7603000000000.0,15210000000000.0,7603000000000.0,237600000000.0,1614211200.0,,12,185.0,10800.0,445.0,1470.0,448.0,256.0,,229.0,256.0,1750.0,8000.0,105600.0,237.6,2304
117,NVIDIA GeForce RTX 3080 Max-Q,2021-01-12 12:00:00,2021.0,Samsung,6144.0,,192.0,15300000000000.0,15300000000000.0,15300000000000.0,239000000000.0,1610409600.0,,8,80.0,17400.0,392.0,780.0,384.0,256.0,,,256.0,1500.0,8000.0,119500.0,239.0,6144
118,AMD Radeon Pro 5700 XT,2020-08-04 12:00:00,2020.0,TSMC,2560.0,40.0,,7675000000000.0,15350000000000.0,7675000000000.0,479700000000.0,1596499200.0,,7,130.0,10300.0,251.0,1243.0,384.0,256.0,,,256.0,1500.0,16000.0,95940.0,239.8,2560
119,AMD Radeon RX 5700M,,2020.0,TSMC,2304.0,36.0,,7926000000000.0,15850000000000.0,7926000000000.0,495400000000.0,,,7,180.0,10300.0,251.0,1465.0,384.0,256.0,,,256.0,1500.0,8000.0,110100.0,247.7,2304
120,AMD Radeon RX 5700,2019-07-07 12:00:00,2019.0,TSMC,2304.0,36.0,,7949000000000.0,15900000000000.0,7949000000000.0,496800000000.0,1562457600.0,353.30555783725845,7,180.0,10300.0,251.0,1465.0,448.0,256.0,,268.0,256.0,1750.0,8000.0,110400.0,248.4,2304
121,NVIDIA GeForce RTX 3070 Mobile,2021-01-12 12:00:00,2021.0,Samsung,5120.0,,160.0,15970000000000.0,15970000000000.0,15970000000000.0,249600000000.0,1610409600.0,,8,115.0,17400.0,392.0,1110.0,448.0,256.0,,,256.0,1750.0,8000.0,124800.0,249.6,5120
122,NVIDIA Quadro RTX 4000 Mobile,2019-05-27 12:00:00,2019.0,TSMC,2560.0,,320.0,7987000000000.0,15970000000000.0,7987000000000.0,249600000000.0,1558915200.0,,12,110.0,13600.0,545.0,1110.0,448.0,256.0,,,256.0,1750.0,8000.0,99840.0,249.6,2560
